"user.id","start_time","avg_time","stop_time","Y","smoking_interval_width","smoke_int_id","obs_eta1_start","obs_eta1_stop","obs_eta2_start","obs_eta2_stop"
1,1.56815654993989,2.17631463636644,2.784472722793,0,1.21631617285311,1,1.11471755735394,3.48079254549522,-1.22202713223402,-0.364984527696162
1,2.784472722793,3.67861705250107,4.57276138220914,0,1.78828865941614,2,3.48079254549522,0.249449692154826,-0.364984527696162,0.423443314669419
1,4.57276138220914,5.08631217980292,5.5998629773967,0,1.02710159518756,3,0.249449692154826,-1.26539077292041,0.423443314669419,1.45954212045622
1,5.5998629773967,6.34224015311338,7.08461732883006,1,1.48475435143337,4,-1.26539077292041,1.11349871653063,1.45954212045622,0.611451586039743
1,7.08461732883006,8.07854650274385,9.07247567665763,1,1.98785834782757,5,1.11349871653063,1.81913024390578,0.611451586039743,0.370310787773952
1,9.07247567665763,9.61452677240595,10.1565778681543,1,1.08410219149664,6,1.81913024390578,-0.940286412817144,0.370310787773952,-0.428368382939504
1,10.1565778681543,11.1293508091476,12.1021237501409,1,1.94554588198662,7,-0.940286412817144,0.163466940204667,-0.428368382939504,0.332161331058624
1,12.1021237501409,12.7692946543684,13.436465558596,1,1.33434180845506,8,0.163466940204667,-2.45644047874722,0.332161331058624,1.39161834841708
1,13.436465558596,13.9516717672814,14.4668779759668,0,1.03041241737083,9,-2.45644047874722,-1.14610721945068,1.39161834841708,-0.654565179758685
1,14.4668779759668,15.4173214395996,16.3677649032325,0,1.90088692726567,10,-1.14610721945068,-2.54029724598482,-0.654565179758685,-1.56074464126131
1,16.3677649032325,17.0856992873596,17.8036336714868,1,1.4358687682543,11,-2.54029724598482,-0.388245485715763,-1.56074464126131,-1.13281713718831
1,17.8036336714868,18.7852582959458,19.7668829204049,0,1.96324924891815,12,-0.388245485715763,-0.720617304649607,-1.13281713718831,0.727479971755625
2,1.63590095215477,2.49416365171783,3.35242635128088,0,1.71652539912611,1,1.20678466516597,-0.414880460144338,0.52229446290884,0.0641347544971632
2,3.35242635128088,4.27514910744503,5.19787186360918,0,1.8454455123283,2,-0.414880460144338,2.68596498490959,0.0641347544971632,-1.12094046606553
2,5.19787186360918,6.09627412562259,6.99467638763599,0,1.79680452402681,3,2.68596498490959,-0.882306032323889,-1.12094046606553,-1.26038983105141
2,6.99467638763599,7.89770216238685,8.80072793713771,1,1.80605154950172,4,-0.882306032323889,-2.76709970383303,-1.26038983105141,0.610527981165377
2,8.80072793713771,9.57268033770379,10.3446327382699,0,1.54390480113216,5,-2.76709970383303,-0.134953136261845,0.610527981165377,0.0175269540107204
2,10.3446327382699,11.1685371034546,11.9924414686393,0,1.64780873036943,6,-0.134953136261845,-0.70111874545168,0.0175269540107204,-1.00811397159491
2,11.9924414686393,12.764766897657,13.5370923266746,0,1.54465085803531,7,-0.70111874545168,-2.37815298568568,-1.00811397159491,2.14675405999055
2,13.5370923266746,14.3921933573438,15.247294388013,1,1.71020206133835,8,-2.37815298568568,-0.0198685789675012,2.14675405999055,-0.637542018237933
2,15.247294388013,16.1431643535616,17.0390343191102,2,1.79173993109725,9,-0.0198685789675012,1.58662055213084,-0.637542018237933,1.43507586100975
2,17.0390343191102,17.8992352560163,18.7594361929223,0,1.72040187381208,10,1.58662055213084,0.0403217222990804,1.43507586100975,0.575704374500912
2,18.7594361929223,19.4449466682272,20.1304571435321,0,1.37102095060982,11,0.0403217222990804,4.09475981818154,0.575704374500912,0.798455775383264
2,20.1304571435321,20.6695848815143,21.2087126194965,1,1.0782554759644,12,4.09475981818154,4.36479481282031,0.798455775383264,0.933188806883339
2,21.2087126194965,21.9356224046787,22.6625321898609,0,1.45381957036443,13,4.36479481282031,-2.21658366623315,0.933188806883339,1.15319703131871
2,22.6625321898609,23.3810558351688,24.0995794804767,0,1.43704729061574,14,-2.21658366623315,0.876112144525589,1.15319703131871,1.5717682184953
3,1.6777167620603,2.27902344975155,2.8803301374428,2,1.2026133753825,1,-2.5925874036177,-0.553973421171541,2.56232510360833,-0.379102447370544
3,2.8803301374428,3.46717049495783,4.05401085247286,0,1.17368071503006,2,-0.553973421171541,-1.16222734597916,-0.379102447370544,0.575155832217414
3,4.05401085247286,4.87260240118485,5.69119394989684,0,1.63718309742399,3,-1.16222734597916,3.56092548483024,0.575155832217414,1.50512963753381
3,5.69119394989684,6.26671694614924,6.84223994240165,0,1.15104599250481,4,3.56092548483024,2.09329994413628,1.50512963753381,0.679070281105436
3,6.84223994240165,7.35397451696917,7.8657090915367,0,1.02346914913505,5,2.09329994413628,0.367233832209635,0.679070281105436,1.86396461776274
3,7.8657090915367,8.82753741834313,9.78936574514955,0,1.92365665361285,6,0.367233832209635,0.03104135144349,1.86396461776274,0.348531674281996
3,9.78936574514955,10.3207482736325,10.8521308021154,2,1.06276505696587,7,0.03104135144349,-3.34481146964565,0.348531674281996,1.73393096267649
3,10.8521308021154,11.7894836962223,12.7268365903292,1,1.87470578821376,8,-3.34481146964565,-2.46697921124509,1.73393096267649,0.201840031531214
4,1.25865893717855,1.80803659826051,2.35741425934248,2,1.09875532216392,1,-0.991416672246609,-2.94961199042687,0.366788107469015,-0.708877248226937
4,2.35741425934248,3.29654971091077,4.23568516247906,2,1.87827090313658,2,-2.94961199042687,0.303132579240855,-0.708877248226937,0.229721927093193
