"user.id","start_time","avg_time","stop_time","Y","smoking_interval_width","smoke_int_id","obs_eta1_start","obs_eta1_stop","obs_eta2_start","obs_eta2_stop"
1,1.56815654993989,2.17631463636644,2.784472722793,0,1.21631617285311,1,0.899960579625547,1.63962660068785,-1.0335393071036,-0.477093307903805
1,2.784472722793,3.67861705250107,4.57276138220914,0,1.78828865941614,2,1.63962660068785,0.157119657427142,-0.477093307903805,0.258436801921757
1,4.57276138220914,5.08631217980292,5.5998629773967,0,1.02710159518756,3,0.157119657427142,-0.530485087228562,0.258436801921757,0.908051317449167
1,5.5998629773967,6.34224015311338,7.08461732883006,1,1.48475435143337,4,-0.530485087228562,0.29499091694087,0.908051317449167,0.427725982991355
1,7.08461732883006,8.07854650274385,9.07247567665763,0,1.98785834782757,5,0.29499091694087,0.606821127065386,0.427725982991355,0.237066984638686
1,9.07247567665763,9.61452677240595,10.1565778681543,1,1.08410219149664,6,0.606821127065386,-0.355084510794047,0.237066984638686,-0.158365900521917
1,10.1565778681543,11.1293508091476,12.1021237501409,1,1.94554588198662,7,-0.355084510794047,-0.185086513503421,-0.158365900521917,0.388713070005287
1,12.1021237501409,12.7692946543684,13.436465558596,1,1.33434180845506,8,-0.185086513503421,-1.1950237092772,0.388713070005287,0.975744701312469
1,13.436465558596,13.9516717672814,14.4668779759668,0,1.03041241737083,9,-1.1950237092772,-0.704152284235474,0.975744701312469,-0.195186883962256
1,14.4668779759668,15.4173214395996,16.3677649032325,0,1.90088692726567,10,-0.704152284235474,-0.955657453787975,-0.195186883962256,-0.878438417568098
1,16.3677649032325,17.0856992873596,17.8036336714868,1,1.4358687682543,11,-0.955657453787975,-0.138686999588536,-0.878438417568098,-0.666852542702198
1,17.8036336714868,18.7852582959458,19.7668829204049,0,1.96324924891815,12,-0.138686999588536,-0.346721616671982,-0.666852542702198,0.465725730868467
2,1.63590095215477,2.49416365171783,3.35242635128088,0,1.71652539912611,1,0.402163660865037,-0.0153647653545084,0.293870178554852,-0.0821126468365809
2,3.35242635128088,4.27514910744503,5.19787186360918,0,1.8454455123283,2,-0.0153647653545084,1.22497286298724,-0.0821126468365809,-0.84502166251128
2,5.19787186360918,6.09627412562259,6.99467638763599,0,1.79680452402681,3,1.22497286298724,-0.184305667325731,-0.84502166251128,-0.763803726179955
2,6.99467638763599,7.89770216238685,8.80072793713771,1,1.80605154950172,4,-0.184305667325731,-1.15038353799029,-0.763803726179955,0.450995595227985
2,8.80072793713771,9.57268033770379,10.3446327382699,1,1.54390480113216,5,-1.15038353799029,-0.265439089035448,0.450995595227985,0.140731297102228
2,10.3446327382699,11.1685371034546,11.9924414686393,0,1.64780873036943,6,-0.265439089035448,-0.462768541949903,0.140731297102228,-0.350878313039618
2,11.9924414686393,12.764766897657,13.5370923266746,0,1.54465085803531,7,-0.462768541949903,-1.1965738578515,-0.350878313039618,1.42689130949951
2,13.5370923266746,14.3921933573438,15.247294388013,0,1.71020206133835,8,-1.1965738578515,-0.194675350996065,1.42689130949951,-0.191928343952176
2,15.247294388013,16.1431643535616,17.0390343191102,1,1.79173993109725,9,-0.194675350996065,0.487832301442838,-0.191928343952176,0.861270319147587
2,17.0390343191102,17.8992352560163,18.7594361929223,0,1.72040187381208,10,0.487832301442838,0.105072991799658,0.861270319147587,0.323895036153474
2,18.7594361929223,19.4449466682272,20.1304571435321,0,1.37102095060982,11,0.105072991799658,1.63653899898806,0.323895036153474,0.408832404288956
2,20.1304571435321,20.6695848815143,21.2087126194965,1,1.0782554759644,12,1.63653899898806,1.62882689413523,0.408832404288956,0.587490163189016
2,21.2087126194965,21.9356224046787,22.6625321898609,0,1.45381957036443,13,1.62882689413523,-0.915520830991051,0.587490163189016,0.864016702052337
2,22.6625321898609,23.3810558351688,24.0995794804767,1,1.43704729061574,14,-0.915520830991051,0.0101145486523244,0.864016702052337,1.10546990472229
3,1.6777167620603,2.27902344975155,2.8803301374428,2,1.2026133753825,1,-1.44874106181618,-0.645100743811257,1.79924504360705,0.135742286100865
3,2.8803301374428,3.46717049495783,4.05401085247286,0,1.17368071503006,2,-0.645100743811257,-0.636554219308351,0.135742286100865,0.518947317847687
3,4.05401085247286,4.87260240118485,5.69119394989684,0,1.63718309742399,3,-0.636554219308351,1.15161929913548,0.518947317847687,0.982308740681499
3,5.69119394989684,6.26671694614924,6.84223994240165,0,1.15104599250481,4,1.15161929913548,0.63526625234342,0.982308740681499,0.626273528017676
3,6.84223994240165,7.35397451696917,7.8657090915367,0,1.02346914913505,5,0.63526625234342,-0.12082899294474,0.626273528017676,1.33014507173629
3,7.8657090915367,8.82753741834313,9.78936574514955,0,1.92365665361285,6,-0.12082899294474,-0.512902810363609,1.33014507173629,0.654104921284948
3,9.78936574514955,10.3207482736325,10.8521308021154,2,1.06276505696587,7,-0.512902810363609,-1.78411523904809,0.654104921284948,1.43645964873374
3,10.8521308021154,11.7894836962223,12.7268365903292,2,1.87470578821376,8,-1.78411523904809,-1.39861819201104,1.43645964873374,0.489556719203532
4,1.25865893717855,1.80803659826051,2.35741425934248,1,1.09875532216392,1,-0.427276797623194,-1.18992534848143,0.235373616279202,-0.281380564750873
4,2.35741425934248,3.29654971091077,4.23568516247906,1,1.87827090313658,2,-1.18992534848143,-0.124924686220694,-0.281380564750873,0.273868351294406
4,4.23568516247906,5.0173621569993,5.79903915151954,2,1.56335398904048,3,-0.124924686220694,-1.48654998013666,0.273868351294406,0.720603953253933
4,5.79903915151954,6.58142956683878,7.36381998215802,0,1.56478083063848,4,-1.48654998013666,1.50213932593399,0.720603953253933,-1.3262165976816
4,7.36381998215802,8.25672384595964,9.14962770976126,0,1.78580772760324,5,1.50213932593399,1.80400297458082,-1.3262165976816,-0.957953411318736
4,9.14962770976126,10.1405554622179,11.1314832146745,0,1.98185550491326,6,1.80400297458082,-0.224008020460772,-0.957953411318736,0.138495189655919
4,11.1314832146745,12.0749548263848,13.018426438095,0,1.88694322342053,7,-0.224008020460772,0.597773686844683,0.138495189655919,-0.052864182465169
4,13.018426438095,13.6168411864201,14.2152559347451,0,1.19682949665003,8,0.597773686844683,1.72243172985283,-0.052864182465169,-0.37974100204378
4,14.2152559347451,14.804137075902,15.3930182170589,0,1.17776228231378,9,1.72243172985283,0.755833929279025,-0.37974100204378,-0.679155560729724
4,15.3930182170589,16.0770526995184,16.7610871819779,0,1.36806896491908,10,0.755833929279025,-0.66322176579069,-0.679155560729724,-0.141730406667132
4,16.7610871819779,17.3144819107838,17.8678766395897,0,1.10678945761174,11,-0.66322176579069,-0.188313876434432,-0.141730406667132,-1.24773796559624
4,17.8678766395897,18.6794893925544,19.4911021455191,0,1.62322550592944,12,-0.188313876434432,0.101931696101404,-1.24773796559624,-0.879291741871386
4,19.4911021455191,20.4667313416721,21.4423605378252,0,1.95125839230604,13,0.101931696101404,0.481868274515864,-0.879291741871386,0.118457024312494
4,21.4423605378252,22.1622172128409,22.8820738878567,0,1.43971335003152,14,0.481868274515864,0.000317717688520184,0.118457024312494,0.297999322608441
4,22.8820738878567,23.6145047525642,24.3469356172718,0,1.46486172941513,15,0.000317717688520184,0.0818144631639179,0.297999322608441,0.543484129321359
4,24.3469356172718,25.3427616447443,26.3385876722168,0,1.99165205494501,16,0.0818144631639179,-0.565045087521616,0.543484129321359,0.829210473576615
4,26.3385876722168,27.0013683742145,27.6641490762122,2,1.32556140399538,17,-0.565045087521616,-1.0086107946464,0.829210473576615,1.64344918952004
4,27.6641490762122,28.4848438070621,29.3055385379121,5,1.64138946169987,18,-1.0086107946464,-1.53784881222873,1.64344918952004,1.15616314018717
5,1.4489153989125,2.01403136691079,2.57914733490907,0,1.13023193599656,1,0.316338182368787,0.504797022450724,-0.310080576466821,-0.437006003260402
5,2.57914733490907,3.33963771117851,4.10012808744796,0,1.52098075253889,2,0.504797022450724,1.41011160304174,-0.437006003260402,-0.791858103159672
5,4.10012808744796,4.94199332024436,5.78385855304077,1,1.68373046559282,3,1.41011160304174,0.78525285131057,-0.791858103159672,-0.949768107144682
5,5.78385855304077,6.44665151764639,7.109444482252,0,1.32558592921123,4,0.78525285131057,0.804180393537895,-0.949768107144682,0.0533233841953993
5,7.109444482252,7.73689988825936,8.36435529426672,0,1.25491081201471,5,0.804180393537895,3.00943518517106,0.0533233841953993,-1.15736758140509
5,8.36435529426672,9.05073907203041,9.7371228497941,0,1.37276755552739,6,3.00943518517106,0.599432356256179,-1.15736758140509,-0.421252884836443
5,9.7371228497941,10.3258418972837,10.9145609447733,0,1.17743809497915,7,0.599432356256179,-0.0431707902464465,-0.421252884836443,0.0305241960688879
5,10.9145609447733,11.8140224654926,12.7134839862119,1,1.79892304143868,8,-0.0431707902464465,-1.68132192024375,0.0305241960688879,0.0318494170664056
5,12.7134839862119,13.2472253509331,13.7809667156544,1,1.06748272944242,9,-1.68132192024375,-1.24588002837593,0.0318494170664056,0.735257976479239
5,13.7809667156544,14.6971831906121,15.6133996655699,0,1.83243294991553,10,-1.24588002837593,-1.41383777577412,0.735257976479239,1.46893148846038
5,15.6133996655699,16.3129933554446,17.0125870453194,0,1.39918737974949,11,-1.41383777577412,-0.527560154029054,1.46893148846038,0.738166924315755
5,17.0125870453194,17.8590038141701,18.7054205830209,0,1.69283353770152,12,-0.527560154029054,0.566342082835011,0.738166924315755,-0.362883617032114
